,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
897,US,"Dusty and tight, with a whiff of coffee and cocoa introducing an elegant wine with interesting streaks of metal and graphite. Young fruit and fine tannins are in perfect balance, and the wine has a lovely delicacy.",Dividend,90,39.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Market Vineyards 2008 Dividend Syrah (Columbia Valley (WA)),Syrah,Market Vineyards
898,Italy,"This vintage of Marsiliana (the top wine from the Maremma property of Prince Corsini) shows rich tones of espresso, chocolate, dark fruit, leather and spice. The wine is soft and well extracted, with a slightly tough, chewy finish.",,90,,Tuscany,Toscana,,,,Marsiliana 2005 Red (Toscana),Red Blend,Marsiliana
899,Italy,"Tuscany's Mazzei family delivers a wonderful Chianti Classico from their Fonterutoli estate that would pair perfectly with grilled meats or oven-roasted pasta. This is a soft, lush wine with bright cherry and spice notes, which drive a long, velvety finish.",Fonterutoli,90,28.0,Tuscany,Chianti Classico,,,,Mazzei 2009 Fonterutoli  (Chianti Classico),Sangiovese,Mazzei
900,Spain,"It has taken a few years but Morlanda has reached a nice place with this wine. Look for ripeness and concentrated black fruit aromas, and then a ripe palate with herbal blackberry and chocolate. Smooth on the finish, with a tiny bit of burn. Drink now through 2014.",Criança,90,48.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Morlanda 2007 Criança Red (Priorat),Red Blend,Morlanda
901,Portugal,"A wood-aged white, spicy and ripe. It has just the right balance of acidity to go with the ripe green plum and melon fruits. With a great bite of acidity to finish, this is a wine that will age for 3–4 years.",Reserva Branco,90,50.0,Douro,,,Roger Voss,@vossroger,Quinta do Vallado 2010 Reserva Branco White (Douro),Portuguese White,Quinta do Vallado
902,US,"White lily, popcorn kernel, citrus spray and underripe peach lead the well-integrated and restrained nose. The palate follows suit, remaining quiet and delicate in flavor concentration, yet loud in weight and texture. Salty citrus lingers on the finish.",Reserve Bingham Vineyard,87,22.0,Texas,Texas High Plains,,Alexander Peartree,,Becker 2014 Reserve Bingham Vineyard Roussanne (Texas High Plains),Roussanne,Becker
903,Germany,"Whiffs of smoke and nuts mingle into tart tangerine and lime flavors in this refreshing off-dry Riesling. Juicy and fresh, it's a straightforward, revitalizing sip. Drink now through 2018.",,87,10.0,Nahe,,,Anna Lee C. Iijima,,Bex 2014 Riesling (Nahe),Riesling,Bex
904,Italy,"Aromas of leather, vineyard dust, dried violet and a whiff of pressed powder lead the nose. The simple palate isn't very expressive, showing sour red cherry and a hint of baking spice alongside close-grained tannins that dry out the finish.",Pajè,87,50.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Boffa 2013 Pajè  (Barbaresco),Nebbiolo,Boffa
905,US,"An enticing mix of dark berries and fatty, cured sausage makes for an interesting nose. There's good structure and balance on the palate with this southern Italian transplant. It's juicy, ripe and ready for barbecue.",Super Nero,87,30.0,Texas,Texas,,Alexander Peartree,,Brennan 2014 Super Nero Nero d'Avola (Texas),Nero d'Avola,Brennan
906,US,"Peach, canned tropical fruit and white flower aromas are pristine on the nose. The medium-bodied palate shows a balance of juicy peach and pineapple, with streaks of chalk and a vein of acidity. This is clean, succinct and perfectly enjoyable on its own.",Reddy Vineyard,87,18.0,Texas,Texas High Plains,,Alexander Peartree,,Brennan 2015 Reddy Vineyard Roussanne (Texas High Plains),Roussanne,Brennan
907,Portugal,"A fresh lemon-flavored wine with crisp acidity balanced by warmer white-stone fruit. It is fruity, showing a touch of toast and almonds. Drink now.",Bruto,87,30.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2013 Bruto Avesso (Vinho Verde),Avesso,Casa de Vilacetinho
908,Italy,"The nose isn't very expressive, offering aromas of toasted hazelnut, while the dense, simple palate shows dried black cherry and licorice. It's shy on freshness and has round but rather fleeting tannins. Drink through 2018.",,87,39.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Cascina Bruciata 2013  Barbaresco,Nebbiolo,Cascina Bruciata
909,Italy,"This opens with aromas of toast, oak, menthol, resin, coffee bean and medicinal notes. The aromas carry over to the firm palate, along with thyme, clove, licorice and bracing tannins.",,87,35.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Castello di Neive 2013  Barbaresco,Nebbiolo,Castello di Neive
910,Argentina,"Flat in color, with a dull luster, this smells mulchy and earthy, with dampness to the nose. A thick, medicinal palate is dealing severe tannins embedded into a syrupy texture. Flavors of fig, raisin and earth are a little spent.",Grand Vin,87,30.0,Mendoza Province,Vista Flores,,Michael Schachner,@wineschach,Antucura 2011 Grand Vin Red (Vista Flores),Bordeaux-style Red Blend,Antucura
911,France,"Juicy dark plum, cherry and boysenberry are upfront on the nose, with additional seductive hints of purple violet and vanilla. The palate is plush and fruit-forward, with ample acidity and medium tannins that lend pleasant structure. Accents of sweet spice grace the finish.",Samsó Seulle,87,23.0,France Other,Vin de France,,Lauren Buzzeo,@laurbuzz,Frédéric Brouca 2013 Samsó Seulle Cinsault (Vin de France),Cinsault,Frédéric Brouca
912,US,"This light, refreshing rosé mixes fresh strawberry fruit with apple-flavored acids. It's finished bone dry, with an almost dusty mouthfeel (in a good kind of way).",Three Otters Pinot Noir,87,18.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Fullerton 2015 Three Otters Pinot Noir Rosé (Willamette Valley),Rosé,Fullerton
913,,"Amber in color, this wine has aromas of peach jam and orange blossom. Flavors are a mélange of mellow fruit and savory notes, in particular apricot, lemon curd, quince and bitter almond. Despite strong tannins, there are moments of brightness across the entire palate that linger into the finish.",Asureti Valley,87,30.0,,,,Mike DeSimone,@worldwineguys,Gotsa Family Wines 2014 Asureti Valley Chinuri,Chinuri,Gotsa Family Wines
914,Argentina,"Smashed berry aromas are backed by earth and toasty oak notes. Fairly hard and tannic on the palate, this shows herbal plum flavors in front of a bold finish with dry tannins and a hint of wood spice.",Grand Reserve,87,20.0,Other,San Juan,,Michael Schachner,@wineschach,Graffigna 2012 Grand Reserve Malbec (San Juan),Malbec,Graffigna
915,US,"This is smooth and accessible, putting a light chocolate frame around rhubarb and strawberry fruit. There's a hint of pepper, and the wine is fresh and youthful, good sipping wine for late summer/early fall.",Atração,87,25.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2014 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho
916,US,"Quite tart, the fruit here touches (just barely) on melon, with orange and lemon zest, a bit of lime, and plenty of acid. All stainless fermented, it went through full malolactic.",Renovação Estate Vineyards,87,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2015 Renovação Estate Vineyards Pinot Gris (Willamette Valley),Pinot Gris,Coelho
917,Italy,"This has aromas suggesting grilled herb, toasted oak, espresso and a whiff of wet animal fur. The palate offers dried cherry, game, anisette and a green note of bitter sage alongside extremely astringent tannins.",Bussia,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Deltetto 2012 Bussia  (Barolo),Nebbiolo,Deltetto
918,Italy,"This opens with aromas of toasted oak, roasted coffee bean and a whiff of sawdust. The bracing palate offers dried cherry, espresso and mocha alongside astringent tannins. Give the tannins another year or two to unwind then drink to capture the remaining fruit.",Ginestra,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Diego Conterno 2012 Ginestra  (Barolo),Nebbiolo,Diego Conterno
919,Argentina,"Despite looking gold and mature, this PG exceeds expectations courtesy of waxy, baked-apple aromas and a full but balanced mouthfeel. Spiced apple, apricot and burnt orange flavors finish long due to core acidity. Drink immediately.",Reserve,87,15.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),Pinot Gris,Domaine Bousquet
920,Australia,"Green beans and snap peas give this Sauvignon Blanc a green cast overall, but there's some citrus and gooseberry fruit as well. It's clean and refreshing on the finish.",Breathing Space,87,,Australia Other,Australia,,Joe Czerwinski,@JoeCz,Evans & Tate 2015 Breathing Space Sauvignon Blanc (Australia),Sauvignon Blanc,Evans & Tate
921,Portugal,"A blend of Fernão Pires and Arinto, this is totally crisp and refreshingly fruity. It is perfumed, smooth while also cut with acidity. The acidity comes from both citrus and pineapple flavors. Drink now.",Conde Vimioso Colheita Seleccionada Branco,87,9.0,Tejo,,,Roger Voss,@vossroger,Falua 2015 Conde Vimioso Colheita Seleccionada Branco White (Tejo),Portuguese White,Falua
922,Argentina,"Aromas of citrus and petrol are backed by a juicy palate with tangy acidity and semisharp flavors of peach, tangerine and stone-fruit pits. Fresh, citrusy length and a lingering note of orange are the finish.",Altosur,87,12.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),Sauvignon Blanc,Finca Sophenia
923,Portugal,"Known in Spain as Graciano, this grape produces attractive, fruity wine especially in the Tejo region. This example is ripe with layers of acidity as well as a generous texture. Soft and smooth, it is ready to drink.",,87,14.0,Tejo,,,Roger Voss,@vossroger,Fiuza 2015 Red (Tejo),Tinta Miúda,Fiuza
924,Australia,"This medium-bodied wine features aromas of green apple and crushed stone, while the flavors turn citrusy, veering toward lime and grapefruit. It's nicely silky in texture, while a hint of snow pea marks the finish.",,87,18.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Sidewood 2014 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Sidewood
925,US,"An earthy, nutty aroma and flavor come through the intense sweetness and full body of this dessert-style wine. It goes for earthy complexity rather than obvious fruit flavors, and tastes high in sugar and alcohol.",Vin Doux Naturel,87,20.0,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2013 Vin Doux Naturel Muscat Blanc à Petits Grains (Shenandoah Valley (CA)),Muscat Blanc à Petits Grains,Terre Rouge
926,Argentina,"This Malbec is a collection of disparate parts that doesn't justify its price. Reduced plum and grapy berry aromas come with woodsy notes of menthol and cola. Highly herbal, saucy, savory flavors are more oaky than fruity, while this finishes with muscular tannins and savory, grapy notes.",Roll Fermentor,87,175.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Antonio Mas 2011 Roll Fermentor Malbec (Tupungato),Malbec,Antonio Mas
927,Portugal,"This is crisp and fresh medium-sweet wine. It is bright with red-currant acidity and ripe with a strawberry and cream flavor. The wine is clean, lively and, of course, ready to drink.",Casal Garcia Rosé,87,12.0,Vinho Verde,,,Roger Voss,@vossroger,Aveleda NV Casal Garcia Rosé Sparkling (Vinho Verde),Portuguese Sparkling,Aveleda
928,Italy,"Cellar floor, eucalyptus, black spice and a note recalling grilled celery lead the nose. The ripe palate offers mature black cherry, star anise and a hint of orange zest while assertive, tightly knit tannins leave an astringent finish.",,87,60.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Battaglio 2013  Barbaresco,Nebbiolo,Battaglio
929,US,"This full-bodied wine is in the classic mode, offering very ripe and even overripe aromas. Voluptuous berry flavors verge on sweet, and the rich texture comes without a lot of drying tannin.",Estate,87,20.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Bella Grace 2013 Estate Zinfandel (Amador County),Zinfandel,Bella Grace
930,Argentina,"Roasted, woodsy, rubbery aromas are gamy and staunch, with berry notes interspersed. Grabby, rubbery tannins make for a rugged palate, while roasted plum and gamy flavors are a touch salty. A tannic finish doesn't change much.",Alberti 154,87,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Calle 2014 Alberti 154 Malbec (Mendoza),Malbec,Bodega Calle
931,Italy,"Berry, menthol and a hint of espresso aromas lead the way while the straightforward palate shows mature black-skinned berry, coffee and a hint of licorice. It's already approachable. Drink through 2020.",,87,35.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Borgogno F.lli Serio e Battista 2012  Barolo,Nebbiolo,Borgogno F.lli Serio e Battista
932,France,"The wood flavors are still prominent in this spicy wine. Heavily influenced by rich Merlot, the wine is lightly structured and more about juicy red fruits. Tannins in the back give enough shape, although it will be ready to drink from early 2017.",Tradition,87,14.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château les Petits Arnauds 2014 Tradition  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château les Petits Arnauds
933,France,"While the wine is firm and tannic at this early stage, it does have the potential to bring out a more fruity character. The red-berry fruits and acidity are there, promising a fresh wine from 2018.",,87,16.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Mougneaux 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Mougneaux
934,France,"Ripe fruit and balanced acidity allow this wine to make room for touches of wood aging. It has spice, a smoky character and attractive finishing freshness. Drink from 2017 when the wine will be fully balanced.",Vieilles Vignes,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Saintongey 2014 Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,Château Saintongey
